Order_ID,Product_ID,User_ID,Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Return_Reason,Days_to_Return,Order_Value,Return_Cost,Profit_Loss,CO2_Emissions,Packaging_Waste,CO2_Saved,Waste_Avoided
ORD02681,PROD0255,USER1323,2022-08-14,Books,747.17,4,27.61,Standard,Wallet,43,Male,City65,Not Returned,No Return,0,2163.505452,0,2163.505452,1.0,0.8,1.0,0.8
ORD02682,PROD0156,USER1805,2023-08-20,Clothing,1076.55,4,45.66,Next-Day,COD,56,Female,City38,Returned,Size Issue,40,2339.9890800000003,200,2139.9890800000003,2.0,0.8,0.0,0.0
ORD02683,PROD0358,USER1646,2024-04-12,Toys,690.82,1,24.92,Next-Day,Credit Card,18,Male,City86,Not Returned,No Return,0,518.6676560000001,0,518.6676560000001,2.0,0.2,2.0,0.2
ORD02684,PROD0011,USER1028,2022-12-13,Clothing,1940.48,2,7.85,Next-Day,Credit Card,35,Male,City93,Not Returned,No Return,0,3576.30464,0,3576.30464,2.0,0.4,2.0,0.4
ORD02685,PROD0467,USER0077,2023-11-12,Electronics,1812.05,2,31.19,Standard,Debit Card,20,Male,City86,Not Returned,No Return,0,2493.7432099999996,0,2493.7432099999996,1.0,0.4,1.0,0.4
ORD02686,PROD0486,USER1992,2025-01-30,Electronics,962.79,1,24.33,Next-Day,Credit Card,36,Male,City68,Not Returned,No Return,0,728.543193,0,728.543193,2.0,0.2,2.0,0.2
ORD02687,PROD0378,USER1428,2023-06-19,Clothing,1273.75,3,48.15,Next-Day,COD,50,Female,City71,Not Returned,No Return,0,1981.3181249999998,0,1981.3181249999998,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02688,PROD0415,USER0860,2023-12-30,Toys,1511.06,3,13.86,Express,COD,61,Female,City66,Returned,Defective,20,3904.881252,200,3704.881252,1.5,0.6000000000000001,0.0,0.0
ORD02689,PROD0289,USER0094,2022-11-30,Toys,758.67,3,38.4,Standard,COD,19,Male,City30,Not Returned,No Return,0,1402.0221599999998,0,1402.0221599999998,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD02690,PROD0074,USER0245,2022-06-21,Books,631.06,1,10.91,Standard,Wallet,54,Female,City28,Not Returned,No Return,0,562.2113539999999,0,562.2113539999999,1.0,0.2,1.0,0.2
ORD02691,PROD0295,USER1311,2025-02-19,Toys,380.14,4,21.09,Express,Wallet,18,Female,City62,Not Returned,No Return,0,1199.873896,0,1199.873896,1.5,0.8,1.5,0.8
ORD02692,PROD0016,USER0220,2024-06-19,Home Appliances,658.85,1,3.03,Express,Wallet,19,Female,City9,Not Returned,No Return,0,638.886845,0,638.886845,1.5,0.2,1.5,0.2
ORD02693,PROD0076,USER0429,2023-06-17,Electronics,424.19,4,36.24,Next-Day,COD,50,Female,City39,Returned,Changed Mind,21,1081.8541759999998,200,881.8541759999998,2.0,0.8,0.0,0.0
ORD02694,PROD0282,USER1782,2025-05-19,Clothing,1280.56,3,44.66,Next-Day,Wallet,37,Male,City93,Not Returned,No Return,0,2125.985712,0,2125.985712,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02695,PROD0424,USER1226,2023-02-08,Electronics,1628.75,3,16.58,Standard,COD,20,Female,City50,Not Returned,No Return,0,4076.10975,0,4076.10975,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD02696,PROD0134,USER1697,2024-06-26,Books,1797.67,4,35.73,Express,Wallet,47,Male,City48,Not Returned,No Return,0,4621.450036,0,4621.450036,1.5,0.8,1.5,0.8
ORD02697,PROD0383,USER0345,2022-08-03,Toys,1212.93,5,18.78,Standard,Wallet,65,Female,City16,Not Returned,No Return,0,4925.70873,0,4925.70873,1.0,1.0,1.0,1.0
ORD02698,PROD0189,USER1813,2024-02-13,Home Appliances,426.19,4,22.1,Express,Credit Card,58,Female,City54,Not Returned,No Return,0,1328.00804,0,1328.00804,1.5,0.8,1.5,0.8
ORD02699,PROD0243,USER0324,2025-03-15,Electronics,351.26,1,23.83,Express,Debit Card,34,Female,City41,Returned,Wrong Item,22,267.55474200000003,200,67.55474200000003,1.5,0.2,0.0,0.0
ORD02700,PROD0032,USER0303,2024-07-24,Clothing,1681.25,1,3.77,Standard,Wallet,57,Female,City38,Returned,Size Issue,56,1617.8668750000002,200,1417.8668750000002,1.0,0.2,0.0,0.0
ORD02701,PROD0219,USER0730,2025-07-14,Home Appliances,763.73,4,18.62,Express,Debit Card,53,Male,City1,Not Returned,No Return,0,2486.093896,0,2486.093896,1.5,0.8,1.5,0.8
ORD02702,PROD0396,USER0277,2025-01-27,Clothing,1565.94,5,23.99,Express,Debit Card,49,Female,City46,Returned,Changed Mind,42,5951.35497,200,5751.35497,1.5,1.0,0.0,0.0
ORD02703,PROD0314,USER0078,2023-11-28,Home Appliances,813.76,2,45.42,Express,Wallet,32,Male,City66,Not Returned,No Return,0,888.300416,0,888.300416,1.5,0.4,1.5,0.4
ORD02704,PROD0397,USER0718,2022-03-23,Electronics,1594.04,4,30.79,Express,Credit Card,36,Male,City70,Returned,Defective,16,4412.940336,200,4212.940336,1.5,0.8,0.0,0.0
ORD02705,PROD0358,USER0288,2022-09-04,Toys,1316.72,5,4.91,Standard,COD,39,Male,City38,Not Returned,No Return,0,6260.345240000001,0,6260.345240000001,1.0,1.0,1.0,1.0
ORD02706,PROD0090,USER1310,2022-08-07,Electronics,1496.53,1,7.8,Express,Debit Card,51,Male,City4,Not Returned,No Return,0,1379.80066,0,1379.80066,1.5,0.2,1.5,0.2
ORD02707,PROD0326,USER1391,2022-02-02,Electronics,1251.07,4,12.39,Standard,Debit Card,60,Male,City17,Not Returned,No Return,0,4384.249707999999,0,4384.249707999999,1.0,0.8,1.0,0.8
ORD02708,PROD0457,USER1244,2024-07-12,Electronics,1815.13,1,17.72,Next-Day,Credit Card,21,Female,City41,Not Returned,No Return,0,1493.4889640000001,0,1493.4889640000001,2.0,0.2,2.0,0.2
ORD02709,PROD0075,USER0106,2022-11-28,Clothing,484.85,1,47.16,Next-Day,Credit Card,26,Female,City91,Returned,Changed Mind,13,256.19474,200,56.194740000000024,2.0,0.2,0.0,0.0
ORD02710,PROD0170,USER1246,2025-07-18,Clothing,905.21,3,36.53,Express,Debit Card,48,Female,City54,Returned,Wrong Item,22,1723.6103610000002,200,1523.6103610000002,1.5,0.6000000000000001,0.0,0.0
ORD02711,PROD0121,USER1915,2024-01-16,Electronics,1194.74,4,9.51,Express,Credit Card,51,Male,City61,Returned,Changed Mind,12,4324.480904,200,4124.480904,1.5,0.8,0.0,0.0
ORD02712,PROD0417,USER0760,2023-08-22,Clothing,1176.0,5,24.12,Standard,Credit Card,22,Male,City43,Not Returned,No Return,0,4461.744000000001,0,4461.744000000001,1.0,1.0,1.0,1.0
ORD02713,PROD0044,USER0095,2024-12-27,Clothing,1356.26,4,27.03,Next-Day,Wallet,23,Male,City74,Returned,Defective,46,3958.651688,200,3758.651688,2.0,0.8,0.0,0.0
ORD02714,PROD0239,USER0178,2024-12-29,Toys,912.58,5,29.83,Next-Day,COD,52,Male,City61,Returned,Changed Mind,35,3201.78693,200,3001.78693,2.0,1.0,0.0,0.0
ORD02715,PROD0025,USER1932,2024-08-29,Home Appliances,708.08,2,10.15,Next-Day,Wallet,60,Female,City40,Not Returned,No Return,0,1272.41976,0,1272.41976,2.0,0.4,2.0,0.4
ORD02716,PROD0289,USER0083,2022-02-16,Home Appliances,1886.31,2,35.68,Next-Day,Credit Card,25,Male,City4,Returned,Defective,30,2426.549184,200,2226.549184,2.0,0.4,0.0,0.0
ORD02717,PROD0419,USER1498,2024-05-29,Clothing,1969.18,3,45.63,Next-Day,Wallet,19,Female,City16,Not Returned,No Return,0,3211.929498,0,3211.929498,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02718,PROD0286,USER1232,2022-08-31,Books,1739.04,2,34.45,Next-Day,Wallet,51,Female,City46,Not Returned,No Return,0,2279.8814399999997,0,2279.8814399999997,2.0,0.4,2.0,0.4
ORD02719,PROD0157,USER0705,2023-05-20,Clothing,1147.68,1,26.38,Next-Day,COD,22,Female,City97,Not Returned,No Return,0,844.922016,0,844.922016,2.0,0.2,2.0,0.2
ORD02720,PROD0399,USER0726,2022-06-26,Clothing,186.67,2,27.45,Standard,Debit Card,44,Female,City49,Returned,Changed Mind,60,270.85817,200,70.85816999999997,1.0,0.4,0.0,0.0
ORD02721,PROD0316,USER0433,2024-06-07,Books,763.81,3,31.44,Express,Debit Card,33,Female,City90,Not Returned,No Return,0,1571.0044079999998,0,1571.0044079999998,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD02722,PROD0394,USER1468,2025-03-18,Electronics,914.33,5,12.77,Next-Day,Credit Card,61,Female,City12,Not Returned,No Return,0,3987.850295,0,3987.850295,2.0,1.0,2.0,1.0
ORD02723,PROD0073,USER1858,2022-07-17,Toys,976.02,5,15.72,Next-Day,Credit Card,28,Female,City38,Not Returned,No Return,0,4112.9482800000005,0,4112.9482800000005,2.0,1.0,2.0,1.0
ORD02724,PROD0221,USER1646,2023-09-12,Clothing,1628.44,1,12.14,Standard,COD,35,Male,City41,Not Returned,No Return,0,1430.7473840000002,0,1430.7473840000002,1.0,0.2,1.0,0.2
ORD02725,PROD0049,USER0302,2024-05-28,Clothing,1735.07,3,18.65,Standard,COD,35,Male,City72,Not Returned,No Return,0,4234.438335,0,4234.438335,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD02726,PROD0479,USER0447,2022-06-27,Clothing,1506.59,1,4.99,Standard,Wallet,48,Male,City33,Not Returned,No Return,0,1431.4111589999998,0,1431.4111589999998,1.0,0.2,1.0,0.2
ORD02727,PROD0311,USER0205,2025-03-30,Electronics,448.37,5,20.92,Standard,COD,51,Female,City43,Not Returned,No Return,0,1772.8549799999998,0,1772.8549799999998,1.0,1.0,1.0,1.0
ORD02728,PROD0425,USER0312,2024-04-13,Toys,1432.61,3,10.17,Standard,Credit Card,27,Female,City94,Not Returned,No Return,0,3860.7406889999997,0,3860.7406889999997,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD02729,PROD0007,USER0522,2023-07-24,Electronics,1366.87,1,27.06,Express,Wallet,36,Female,City97,Not Returned,No Return,0,996.994978,0,996.994978,1.5,0.2,1.5,0.2
ORD02730,PROD0266,USER0952,2023-05-01,Home Appliances,1405.38,3,35.12,Next-Day,Debit Card,45,Male,City4,Returned,Changed Mind,36,2735.4316320000003,200,2535.4316320000003,2.0,0.6000000000000001,0.0,0.0
ORD02731,PROD0245,USER0863,2024-04-16,Clothing,876.14,4,10.79,Standard,Credit Card,24,Male,City35,Not Returned,No Return,0,3126.417976,0,3126.417976,1.0,0.8,1.0,0.8
ORD02732,PROD0130,USER0562,2023-08-29,Clothing,848.87,1,32.25,Express,COD,37,Male,City19,Not Returned,No Return,0,575.109425,0,575.109425,1.5,0.2,1.5,0.2
ORD02733,PROD0309,USER1265,2025-05-03,Books,1467.0,5,4.05,Standard,COD,22,Male,City4,Not Returned,No Return,0,7037.9325,0,7037.9325,1.0,1.0,1.0,1.0
ORD02734,PROD0239,USER0705,2023-05-12,Clothing,409.21,1,31.61,Standard,Wallet,32,Male,City69,Returned,Wrong Item,20,279.85871899999995,200,79.85871899999995,1.0,0.2,0.0,0.0
ORD02735,PROD0251,USER1884,2025-01-28,Electronics,1919.6,3,38.09,Express,Wallet,19,Male,City24,Not Returned,No Return,0,3565.2730799999995,0,3565.2730799999995,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD02736,PROD0411,USER0824,2024-08-21,Toys,303.97,5,43.08,Standard,Wallet,61,Male,City37,Not Returned,No Return,0,865.0986200000001,0,865.0986200000001,1.0,1.0,1.0,1.0
ORD02737,PROD0086,USER1733,2023-03-21,Clothing,283.76,5,10.18,Standard,COD,54,Male,City17,Returned,Size Issue,31,1274.36616,200,1074.36616,1.0,1.0,0.0,0.0
ORD02738,PROD0414,USER1128,2023-05-30,Home Appliances,1766.7,3,10.48,Standard,COD,43,Male,City48,Returned,Defective,30,4744.64952,200,4544.64952,1.0,0.6000000000000001,0.0,0.0
ORD02739,PROD0057,USER1234,2022-09-02,Electronics,1764.74,2,0.65,Next-Day,Debit Card,65,Female,City44,Not Returned,No Return,0,3506.5383800000004,0,3506.5383800000004,2.0,0.4,2.0,0.4
ORD02740,PROD0327,USER1640,2025-09-02,Clothing,1471.27,3,44.42,Express,Credit Card,63,Male,City37,Not Returned,No Return,0,2453.1955979999993,0,2453.1955979999993,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD02741,PROD0278,USER1404,2022-06-24,Clothing,1443.21,4,24.11,Next-Day,Wallet,18,Male,City75,Not Returned,No Return,0,4381.0082760000005,0,4381.0082760000005,2.0,0.8,2.0,0.8
ORD02742,PROD0421,USER1993,2025-08-14,Books,465.8,5,38.2,Next-Day,COD,21,Male,City60,Not Returned,No Return,0,1439.322,0,1439.322,2.0,1.0,2.0,1.0
ORD02743,PROD0206,USER1632,2024-03-23,Clothing,886.9,5,16.26,Next-Day,COD,30,Female,City21,Not Returned,No Return,0,3713.4502999999995,0,3713.4502999999995,2.0,1.0,2.0,1.0
ORD02744,PROD0049,USER0238,2024-07-31,Toys,441.79,1,21.6,Next-Day,Wallet,39,Male,City77,Not Returned,No Return,0,346.36336000000006,0,346.36336000000006,2.0,0.2,2.0,0.2
ORD02745,PROD0348,USER1397,2024-12-13,Clothing,715.2,3,48.62,Standard,COD,64,Female,City65,Not Returned,No Return,0,1102.4092800000003,0,1102.4092800000003,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD02746,PROD0404,USER1937,2022-08-26,Clothing,1334.25,5,17.76,Standard,COD,33,Female,City84,Not Returned,No Return,0,5486.436,0,5486.436,1.0,1.0,1.0,1.0
ORD02747,PROD0097,USER1626,2023-03-16,Books,1922.32,3,37.63,Next-Day,Wallet,44,Female,City74,Returned,Changed Mind,58,3596.8529519999997,200,3396.8529519999997,2.0,0.6000000000000001,0.0,0.0
ORD02748,PROD0280,USER1615,2025-03-27,Clothing,1808.51,3,23.48,Next-Day,Debit Card,64,Male,City48,Not Returned,No Return,0,4151.615556,0,4151.615556,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02749,PROD0402,USER1711,2023-04-01,Home Appliances,1113.45,5,47.76,Next-Day,Debit Card,40,Female,City91,Returned,Changed Mind,49,2908.3314,200,2708.3314,2.0,1.0,0.0,0.0
ORD02750,PROD0094,USER1145,2022-06-19,Toys,1257.54,1,19.63,Express,Debit Card,37,Female,City59,Not Returned,No Return,0,1010.684898,0,1010.684898,1.5,0.2,1.5,0.2
ORD02751,PROD0002,USER0989,2022-08-02,Clothing,1502.42,4,4.2,Standard,COD,45,Female,City3,Not Returned,No Return,0,5757.27344,0,5757.27344,1.0,0.8,1.0,0.8
ORD02752,PROD0413,USER1287,2024-02-06,Electronics,281.05,2,45.7,Next-Day,COD,43,Female,City89,Not Returned,No Return,0,305.22029999999995,0,305.22029999999995,2.0,0.4,2.0,0.4
ORD02753,PROD0171,USER1768,2024-06-14,Electronics,623.4,1,28.81,Standard,COD,28,Female,City18,Not Returned,No Return,0,443.79846,0,443.79846,1.0,0.2,1.0,0.2
ORD02754,PROD0024,USER0459,2023-09-12,Clothing,449.59,3,45.2,Next-Day,COD,56,Male,City16,Not Returned,No Return,0,739.1259600000001,0,739.1259600000001,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02755,PROD0188,USER1531,2025-04-10,Home Appliances,499.95,4,45.06,Standard,COD,63,Female,City4,Not Returned,No Return,0,1098.69012,0,1098.69012,1.0,0.8,1.0,0.8
ORD02756,PROD0368,USER1059,2024-08-01,Home Appliances,945.6,1,0.25,Next-Day,Wallet,51,Male,City40,Not Returned,No Return,0,943.2360000000001,0,943.2360000000001,2.0,0.2,2.0,0.2
ORD02757,PROD0396,USER1553,2022-10-13,Clothing,698.91,2,2.29,Next-Day,Wallet,24,Female,City94,Not Returned,No Return,0,1365.809922,0,1365.809922,2.0,0.4,2.0,0.4
ORD02758,PROD0164,USER1556,2024-10-28,Electronics,1956.8,1,23.38,Next-Day,COD,63,Female,City71,Not Returned,No Return,0,1499.30016,0,1499.30016,2.0,0.2,2.0,0.2
ORD02759,PROD0274,USER1463,2025-07-16,Clothing,341.67,3,31.29,Express,Debit Card,43,Female,City35,Not Returned,No Return,0,704.2843710000001,0,704.2843710000001,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD02760,PROD0254,USER0393,2024-07-09,Clothing,293.4,3,13.75,Express,Wallet,32,Female,City20,Not Returned,No Return,0,759.1725,0,759.1725,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD02761,PROD0429,USER1057,2025-07-19,Home Appliances,1773.91,5,39.22,Standard,Debit Card,25,Male,City8,Not Returned,No Return,0,5390.912490000001,0,5390.912490000001,1.0,1.0,1.0,1.0
ORD02762,PROD0447,USER0957,2024-06-16,Toys,502.51,3,42.17,Express,Wallet,27,Female,City20,Returned,Size Issue,11,871.804599,200,671.804599,1.5,0.6000000000000001,0.0,0.0
ORD02763,PROD0056,USER0059,2024-11-26,Clothing,272.66,3,22.47,Next-Day,Credit Card,27,Female,City89,Not Returned,No Return,0,634.179894,0,634.179894,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02764,PROD0251,USER0368,2024-07-29,Books,122.58,4,7.9,Standard,Debit Card,32,Female,City90,Not Returned,No Return,0,451.58472,0,451.58472,1.0,0.8,1.0,0.8
ORD02765,PROD0494,USER0616,2024-01-02,Toys,1320.31,3,33.95,Standard,COD,53,Female,City88,Not Returned,No Return,0,2616.1942649999996,0,2616.1942649999996,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD02766,PROD0032,USER0802,2022-01-13,Clothing,500.91,2,36.68,Express,COD,38,Female,City51,Returned,Changed Mind,28,634.352424,200,434.35242400000004,1.5,0.4,0.0,0.0
ORD02767,PROD0290,USER0221,2023-06-03,Clothing,338.69,4,4.46,Express,Wallet,46,Female,City86,Not Returned,No Return,0,1294.337704,0,1294.337704,1.5,0.8,1.5,0.8
ORD02768,PROD0401,USER1334,2024-10-07,Toys,1915.64,3,4.64,Express,COD,39,Male,City69,Not Returned,No Return,0,5480.262912,0,5480.262912,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD02769,PROD0429,USER1491,2023-09-28,Electronics,1309.35,4,7.07,Standard,COD,41,Female,City100,Not Returned,No Return,0,4867.11582,0,4867.11582,1.0,0.8,1.0,0.8
ORD02770,PROD0046,USER1489,2023-11-28,Books,1132.58,1,2.68,Standard,Wallet,55,Male,City43,Not Returned,No Return,0,1102.2268559999998,0,1102.2268559999998,1.0,0.2,1.0,0.2
ORD02771,PROD0359,USER1408,2025-06-20,Clothing,1531.75,2,47.87,Express,Debit Card,26,Female,City80,Not Returned,No Return,0,1597.0025500000004,0,1597.0025500000004,1.5,0.4,1.5,0.4
ORD02772,PROD0216,USER0483,2023-11-09,Toys,764.58,2,5.06,Standard,Debit Card,64,Female,City67,Not Returned,No Return,0,1451.7845040000002,0,1451.7845040000002,1.0,0.4,1.0,0.4
ORD02773,PROD0030,USER0060,2024-10-03,Clothing,397.36,4,15.54,Express,Wallet,56,Female,City40,Not Returned,No Return,0,1342.441024,0,1342.441024,1.5,0.8,1.5,0.8
ORD02774,PROD0304,USER0764,2023-10-12,Clothing,487.22,5,19.15,Next-Day,Debit Card,36,Female,City81,Not Returned,No Return,0,1969.5868500000004,0,1969.5868500000004,2.0,1.0,2.0,1.0
ORD02775,PROD0405,USER1494,2025-03-06,Clothing,1073.11,5,0.09,Express,Wallet,60,Female,City63,Returned,Wrong Item,7,5360.721004999999,200,5160.721004999999,1.5,1.0,0.0,0.0
ORD02776,PROD0386,USER1281,2023-12-12,Books,574.82,5,34.45,Standard,Debit Card,65,Female,City38,Not Returned,No Return,0,1883.9725500000002,0,1883.9725500000002,1.0,1.0,1.0,1.0
ORD02777,PROD0068,USER1703,2023-09-23,Clothing,1701.33,4,37.68,Next-Day,Credit Card,25,Female,City46,Returned,Size Issue,54,4241.075424,200,4041.0754239999997,2.0,0.8,0.0,0.0
ORD02778,PROD0372,USER0031,2022-02-20,Toys,119.0,5,45.04,Standard,Debit Card,59,Female,City62,Returned,Wrong Item,57,327.01200000000006,200,127.01200000000006,1.0,1.0,0.0,0.0
ORD02779,PROD0284,USER1927,2022-11-02,Toys,739.76,4,36.94,Express,Credit Card,46,Female,City7,Returned,Wrong Item,8,1865.970624,200,1665.970624,1.5,0.8,0.0,0.0
ORD02780,PROD0347,USER0414,2025-07-16,Electronics,1851.32,4,1.26,Next-Day,Credit Card,24,Female,City91,Not Returned,No Return,0,7311.973472000001,0,7311.973472000001,2.0,0.8,2.0,0.8
ORD02781,PROD0308,USER1481,2022-02-13,Home Appliances,762.5,1,22.35,Next-Day,Credit Card,37,Male,City35,Not Returned,No Return,0,592.08125,0,592.08125,2.0,0.2,2.0,0.2
ORD02782,PROD0149,USER1886,2022-01-29,Toys,236.0,1,27.81,Express,COD,49,Female,City3,Not Returned,No Return,0,170.3684,0,170.3684,1.5,0.2,1.5,0.2
ORD02783,PROD0473,USER1518,2022-10-24,Toys,392.42,5,5.68,Standard,Debit Card,55,Male,City98,Not Returned,No Return,0,1850.6527200000003,0,1850.6527200000003,1.0,1.0,1.0,1.0
ORD02784,PROD0396,USER0546,2023-11-26,Electronics,413.61,3,46.12,Next-Day,Debit Card,53,Male,City57,Not Returned,No Return,0,668.5592039999999,0,668.5592039999999,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02785,PROD0274,USER0415,2024-09-19,Home Appliances,512.39,2,11.14,Standard,Credit Card,19,Male,City39,Returned,Defective,10,910.619508,200,710.619508,1.0,0.4,0.0,0.0
ORD02786,PROD0085,USER1544,2025-04-22,Toys,1443.0,5,44.91,Express,COD,49,Male,City93,Not Returned,No Return,0,3974.7435000000005,0,3974.7435000000005,1.5,1.0,1.5,1.0
ORD02787,PROD0241,USER0088,2024-02-04,Home Appliances,1225.49,5,20.05,Next-Day,Credit Card,34,Male,City34,Not Returned,No Return,0,4898.896275,0,4898.896275,2.0,1.0,2.0,1.0
ORD02788,PROD0212,USER0282,2022-05-24,Electronics,112.08,4,27.94,Standard,Debit Card,63,Female,City74,Not Returned,No Return,0,323.05939199999995,0,323.05939199999995,1.0,0.8,1.0,0.8
ORD02789,PROD0008,USER1497,2023-08-11,Toys,707.99,3,41.5,Next-Day,Debit Card,31,Male,City17,Not Returned,No Return,0,1242.5224500000002,0,1242.5224500000002,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02790,PROD0334,USER1270,2024-11-16,Toys,1744.96,1,45.4,Express,COD,20,Male,City83,Not Returned,No Return,0,952.7481600000001,0,952.7481600000001,1.5,0.2,1.5,0.2
ORD02791,PROD0101,USER1629,2023-03-22,Electronics,270.23,3,0.24,Standard,Wallet,58,Male,City75,Returned,Wrong Item,60,808.7443440000001,200,608.7443440000001,1.0,0.6000000000000001,0.0,0.0
ORD02792,PROD0165,USER1594,2025-03-11,Electronics,1047.44,1,26.91,Express,Credit Card,43,Male,City50,Not Returned,No Return,0,765.573896,0,765.573896,1.5,0.2,1.5,0.2
ORD02793,PROD0143,USER0652,2023-10-24,Clothing,404.69,5,5.26,Next-Day,Wallet,18,Male,City22,Not Returned,No Return,0,1917.01653,0,1917.01653,2.0,1.0,2.0,1.0
ORD02794,PROD0471,USER0493,2024-07-22,Toys,1669.44,1,34.87,Express,Debit Card,41,Male,City100,Not Returned,No Return,0,1087.306272,0,1087.306272,1.5,0.2,1.5,0.2
ORD02795,PROD0460,USER0109,2023-01-01,Clothing,816.33,2,4.79,Next-Day,Debit Card,31,Male,City9,Not Returned,No Return,0,1554.455586,0,1554.455586,2.0,0.4,2.0,0.4
ORD02796,PROD0376,USER1531,2023-12-30,Home Appliances,835.35,3,48.08,Next-Day,Debit Card,23,Female,City79,Not Returned,No Return,0,1301.1411600000001,0,1301.1411600000001,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02797,PROD0148,USER0537,2023-07-03,Books,1132.53,1,24.22,Express,COD,61,Female,City85,Not Returned,No Return,0,858.231234,0,858.231234,1.5,0.2,1.5,0.2
ORD02798,PROD0156,USER0449,2023-11-29,Clothing,1445.67,4,39.25,Express,COD,64,Female,City84,Returned,Size Issue,41,3512.9781,200,3312.9781,1.5,0.8,0.0,0.0
ORD02799,PROD0328,USER0331,2022-08-12,Home Appliances,1200.88,2,44.53,Standard,Debit Card,30,Male,City76,Not Returned,No Return,0,1332.256272,0,1332.256272,1.0,0.4,1.0,0.4
ORD02800,PROD0353,USER1293,2022-02-11,Electronics,1274.64,2,0.58,Next-Day,Debit Card,64,Male,City10,Not Returned,No Return,0,2534.494176,0,2534.494176,2.0,0.4,2.0,0.4
ORD02801,PROD0428,USER1499,2024-07-25,Clothing,688.79,3,32.05,Standard,Wallet,35,Female,City61,Returned,Changed Mind,22,1404.098415,200,1204.098415,1.0,0.6000000000000001,0.0,0.0
ORD02802,PROD0160,USER1437,2022-04-05,Electronics,534.48,1,21.44,Express,COD,58,Female,City62,Not Returned,No Return,0,419.887488,0,419.887488,1.5,0.2,1.5,0.2
ORD02803,PROD0389,USER0395,2025-06-07,Toys,1437.26,3,9.45,Express,Wallet,23,Male,City86,Not Returned,No Return,0,3904.31679,0,3904.31679,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD02804,PROD0034,USER0115,2024-06-03,Electronics,996.72,4,33.6,Express,Credit Card,36,Male,City29,Returned,Defective,24,2647.2883199999997,200,2447.2883199999997,1.5,0.8,0.0,0.0
ORD02805,PROD0153,USER0135,2022-08-30,Toys,1814.08,4,8.94,Express,Credit Card,22,Female,City58,Not Returned,No Return,0,6607.604992,0,6607.604992,1.5,0.8,1.5,0.8
ORD02806,PROD0030,USER0920,2023-09-03,Books,1970.52,3,19.56,Next-Day,COD,62,Female,City4,Not Returned,No Return,0,4755.258863999999,0,4755.258863999999,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD02807,PROD0186,USER1478,2025-01-21,Toys,1529.84,2,48.71,Next-Day,Credit Card,25,Male,City57,Not Returned,No Return,0,1569.3098719999996,0,1569.3098719999996,2.0,0.4,2.0,0.4
ORD02808,PROD0160,USER0990,2024-08-16,Electronics,420.41,5,19.99,Express,Credit Card,22,Male,City76,Not Returned,No Return,0,1681.8502050000002,0,1681.8502050000002,1.5,1.0,1.5,1.0
ORD02809,PROD0066,USER1463,2022-05-04,Electronics,412.46,1,8.85,Standard,Credit Card,51,Female,City65,Not Returned,No Return,0,375.95728999999994,0,375.95728999999994,1.0,0.2,1.0,0.2
ORD02810,PROD0091,USER1313,2022-12-12,Clothing,237.34,3,48.21,Standard,Credit Card,31,Female,City3,Returned,Wrong Item,48,368.755158,200,168.755158,1.0,0.6000000000000001,0.0,0.0
ORD02811,PROD0376,USER0020,2024-11-17,Books,235.49,1,19.22,Express,COD,48,Female,City64,Not Returned,No Return,0,190.22882200000004,0,190.22882200000004,1.5,0.2,1.5,0.2
ORD02812,PROD0041,USER0589,2024-04-14,Clothing,1558.42,4,20.24,Express,COD,37,Female,City25,Not Returned,No Return,0,4971.983168,0,4971.983168,1.5,0.8,1.5,0.8
ORD02813,PROD0334,USER0411,2025-02-03,Toys,1139.77,3,34.3,Express,Credit Card,42,Female,City90,Not Returned,No Return,0,2246.4866700000002,0,2246.4866700000002,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD02814,PROD0028,USER0329,2024-09-14,Books,1481.87,2,32.41,Next-Day,Debit Card,43,Male,City73,Not Returned,No Return,0,2003.1918660000001,0,2003.1918660000001,2.0,0.4,2.0,0.4
